uid,keep,interaction,title,journal
WOS:000281125400030,1,enhancement,Human-driven impacts on marine habitats: A regional meta-analysis in the Mediterranean Sea,BIOLOGICAL CONSERVATION
WOS:000288553600012,0,exclusion,Human-wildlife conflicts at pond fisheries in eastern Poland: perceptions and management of wildlife damage,EUROPEAN JOURNAL OF WILDLIFE RESEARCH
WOS:000406670000018,0,exclusion,Humpback whales feed on hatchery-released juvenile salmon,ROYAL SOCIETY OPEN SCIENCE
WOS:000406670000018,1,feed,Humpback whales feed on hatchery-released juvenile salmon,ROYAL SOCIETY OPEN SCIENCE
WOS:000406670000018,1,enhancement,Humpback whales feed on hatchery-released juvenile salmon,ROYAL SOCIETY OPEN SCIENCE
WOS:000366331800001,1,fad,Husbandry and environmental conditions explain temporal variability of wild fish assemblages aggregated around a Mediterranean fish farm,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000366331800001,1,feed,Husbandry and environmental conditions explain temporal variability of wild fish assemblages aggregated around a Mediterranean fish farm,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000407662000015,1,market,Hybrid governance of aquaculture: Opportunities and challenges,JOURNAL OF ENVIRONMENTAL MANAGEMENT
WOS:000334167500003,1,genetic,"Hybridisation between native Oreochromis species and introduced Nile tilapia O. niloticus in the Kafue River, Zambia",AFRICAN JOURNAL OF AQUATIC SCIENCE
WOS:000334167500003,1,invasive,"Hybridisation between native Oreochromis species and introduced Nile tilapia O. niloticus in the Kafue River, Zambia",AFRICAN JOURNAL OF AQUATIC SCIENCE
WOS:000334167500003,1,enhancement,"Hybridisation between native Oreochromis species and introduced Nile tilapia O. niloticus in the Kafue River, Zambia",AFRICAN JOURNAL OF AQUATIC SCIENCE
WOS:000392386500023,1,genetic,Hybridization and genetic introgression patterns between two South American catfish along their sympatric distribution range,HYDROBIOLOGIA
WOS:000392386500023,1,enhancement,Hybridization and genetic introgression patterns between two South American catfish along their sympatric distribution range,HYDROBIOLOGIA
WOS:000244685400018,1,genetic,Hybridization and phylogeography of the Mozambique tilapia Oreochromis mossambicus in southern Africa evidenced by mitochondrial and microsatellite DNA genotyping,CONSERVATION GENETICS
WOS:000244685400018,1,invasive,Hybridization and phylogeography of the Mozambique tilapia Oreochromis mossambicus in southern Africa evidenced by mitochondrial and microsatellite DNA genotyping,CONSERVATION GENETICS
WOS:000320232000022,1,genetic,Hybridization between genetically modified Atlantic salmon and wild brown trout reveals novel ecological interactions,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
WOS:000320232000022,1,enhancement,Hybridization between genetically modified Atlantic salmon and wild brown trout reveals novel ecological interactions,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
WOS:000286695700018,1,disease,Hybridization of Fish - Causes and its Significance,ROCZNIK OCHRONA SRODOWISKA
WOS:000286695700018,1,genetic,Hybridization of Fish - Causes and its Significance,ROCZNIK OCHRONA SRODOWISKA
WOS:000266885500008,1,exclusion,Hydraulic and water quality modeling: a tool for managing land use conflicts in inland coastal zones,WATER POLICY
WOS:000266885500008,1,water,Hydraulic and water quality modeling: a tool for managing land use conflicts in inland coastal zones,WATER POLICY
WOS:000262826800010,1,water,"Hydrodynamic-ecological model analyses of the water quality of Lake Manzala (Nile Delta, Northern Egypt)",HYDROBIOLOGIA
WOS:000381105400004,1,disease,"Ichthyophonus parasite phylogeny based on ITS rDNA structure prediction and alignment identifies six clades, with a single dominant marine type",DISEASES OF AQUATIC ORGANISMS
WOS:000402781400011,1,disease,"Ichtyopathology in Poland: past, present, future",MEDYCYNA WETERYNARYJNA-VETERINARY MEDICINE-SCIENCE AND PRACTICE
WOS:000342923400003,1,disease,Identification and analysis of three virulence-associated TonB-dependent outer membrane receptors of Pseudomonas fluorescens,DISEASES OF AQUATIC ORGANISMS
WOS:000392585100003,1,disease,Identification and Characterization of Putative Translocated Effector Proteins of the Edwardsiella ictaluri Type III Secretion System,MSPHERE
WOS:000343851000006,1,disease,Identification and Pathology of Lactococcus garvieae Isolated from Cultured and Wild Giant Freshwater Prawns (Macrobrachium rosenbergii de Man) in Thailand,THAI JOURNAL OF VETERINARY MEDICINE
WOS:000170722500008,1,genetic,Identification by scale analysis of farmed Atlantic salmon juveniles in southwestern New Brunswick Rivers,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY
WOS:000170722500008,1,enhancement,Identification by scale analysis of farmed Atlantic salmon juveniles in southwestern New Brunswick Rivers,TRANSACTIONS OF THE AMERICAN FISHERIES SOCIETY
WOS:000345222900004,1,disease,Identification of a Novel RNA Virus Lethal to Tilapia,JOURNAL OF CLINICAL MICROBIOLOGY
WOS:000268339400001,1,disease,"Identification of a rosette-like agent as Sphaerothecum destruens, a multi-host fish pathogen",INTERNATIONAL JOURNAL FOR PARASITOLOGY
WOS:000268339400001,1,invasive,"Identification of a rosette-like agent as Sphaerothecum destruens, a multi-host fish pathogen",INTERNATIONAL JOURNAL FOR PARASITOLOGY
WOS:000335583000007,1,disease,"Identification of a wild reservoir of salmonid alphavirus in common dab Limanda limanda, with emphasis on virus culture and sequencing",AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000254990400002,1,water,Identification of Acipenseriformes species in trade,JOURNAL OF APPLIED ICHTHYOLOGY
WOS:000254990400002,1,enhancement,Identification of Acipenseriformes species in trade,JOURNAL OF APPLIED ICHTHYOLOGY
WOS:000272859100007,1,feed,Identification of caviar from increasing global aquaculture production - Dietary capric acid as a labelling tool for CITES implementation in caviar trade,AQUACULTURE
WOS:000272859100007,1,enhancement,Identification of caviar from increasing global aquaculture production - Dietary capric acid as a labelling tool for CITES implementation in caviar trade,AQUACULTURE
WOS:000246242800004,1,disease,Identification of cDNAs induced by the organophosphate trichlorphon in the parasitic copepod Lepeophtheirus salmonis (Copepoda; Caligidae),PESTICIDE BIOCHEMISTRY AND PHYSIOLOGY
WOS:000241483700004,1,disease,Identification of genetic markers associated with Gyrodactylus salaris resistance in Atlantic salmon Salmo salar,DISEASES OF AQUATIC ORGANISMS
WOS:000243905000002,1,water,Identification of organically farmed Atlantic salmon by analysis of stable isotopes and fatty acids,EUROPEAN FOOD RESEARCH AND TECHNOLOGY
WOS:000243905000002,1,feed,Identification of organically farmed Atlantic salmon by analysis of stable isotopes and fatty acids,EUROPEAN FOOD RESEARCH AND TECHNOLOGY
WOS:000356024900007,1,genetic,"Identification of quantitative genetic components of fitness variation in farmed, hybrid and native salmon in the wild",HEREDITY
WOS:000343578200005,1,feed,Identification of Quantitative Trait Loci (QTLs) in Aquaculture Species,REVIEWS IN FISHERIES SCIENCE & AQUACULTURE
WOS:000267229500029,1,feed,Identification of the farm origin of salmon by fatty acid and HR C-13 NMR profiling,FOOD CHEMISTRY
WOS:000374599200014,1,invasive,Identification of wild tilapia species in the main rivers of south China using mitochondrial control region sequence and morphology,BIOCHEMICAL SYSTEMATICS AND ECOLOGY
WOS:000378177500039,1,disease,"Identification, Characterization and Antibiotic Sensitivity of Aeromonas hydrophila, a Causative Agent of Epizootic Ulcerative Syndrome in Wild and Farmed Fish from Potohar, Pakistan",PAKISTAN JOURNAL OF ZOOLOGY
WOS:000313236200159,1,genetic,Identifications of Captive and Wild Tilapia Species Existing in Hawaii by Mitochondrial DNA Control Region Sequence,PLOS ONE
WOS:000276794300005,1,genetic,Identifying footprints of selection in stocked brown trout populations: a spatio-temporal approach,MOLECULAR ECOLOGY
WOS:000276794300005,1,enhancement,Identifying footprints of selection in stocked brown trout populations: a spatio-temporal approach,MOLECULAR ECOLOGY
WOS:000272210300003,1,disease,Identifying potential virulence determinants in viral haemorrhagic septicaemia virus (VHSV) for rainbow trout,DISEASES OF AQUATIC ORGANISMS
WOS:000265705900006,1,genetic,Identifying the source of farmed escaped Atlantic salmon (Salmo salar): Bayesian clustering analysis increases accuracy of assignment,AQUACULTURE
WOS:000329245500001,1,water,Illusions and realities of the ecosystem approach to the study and management of marine and oceanic biological resources,RUSSIAN JOURNAL OF MARINE BIOLOGY
WOS:000329245500001,1,genetic,Illusions and realities of the ecosystem approach to the study and management of marine and oceanic biological resources,RUSSIAN JOURNAL OF MARINE BIOLOGY
WOS:000329245500001,1,invasive,Illusions and realities of the ecosystem approach to the study and management of marine and oceanic biological resources,RUSSIAN JOURNAL OF MARINE BIOLOGY
WOS:000329245500001,1,enhancement,Illusions and realities of the ecosystem approach to the study and management of marine and oceanic biological resources,RUSSIAN JOURNAL OF MARINE BIOLOGY
WOS:000297288200015,1,genetic,Immediate post-escape behaviour of farmed seabass (Dicentrarchus labrax L.) in the Mediterranean Sea,JOURNAL OF APPLIED ICHTHYOLOGY
WOS:000342275400002,1,disease,Immune parameters in the intestine of wild and reared unvaccinated and vaccinated Atlantic salmon (Salmo salar L.),DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY
WOS:000342275400002,1,feed,Immune parameters in the intestine of wild and reared unvaccinated and vaccinated Atlantic salmon (Salmo salar L.),DEVELOPMENTAL AND COMPARATIVE IMMUNOLOGY
WOS:000378451700054,1,disease,Immunomodulation of Lactobacillus pentosus PL11 against Edwardsiella tarda infection in the head kidney cells of the Japanese eel (Anguilla japonica),FISH & SHELLFISH IMMUNOLOGY
WOS:000186497400007,1,feed,Immunostimulant properties of a cell wall-modified whole Saccharomyces cerevisiae strain administered by diet to seabream (Sparus aurata L.),VETERINARY IMMUNOLOGY AND IMMUNOPATHOLOGY
WOS:000250314200009,1,mpa,Impact categories for life cycle assessment research of seafood production systems: Review and prospectus,INTERNATIONAL JOURNAL OF LIFE CYCLE ASSESSMENT
WOS:000230217100043,1,water,"Impact of a caged-trout farm on parasites of Galaxias maculatus in Lake Moreno, southern Argentina",JOURNAL OF PARASITOLOGY
WOS:000230217100043,1,disease,"Impact of a caged-trout farm on parasites of Galaxias maculatus in Lake Moreno, southern Argentina",JOURNAL OF PARASITOLOGY
WOS:000270318700006,1,feed,"Impact of a new artificial shelter on Arctic charr (Salvelinus alpinus, L.) behaviour and culture performance during the endogenous feeding period",AQUACULTURE
WOS:000322290200002,1,feed,Impact of a plant-based diet on behavioural and physiological traits in sea bass (Dicentrarchus labrax),AQUATIC LIVING RESOURCES
WOS:A1993MK35000001,1,habitat,IMPACT OF COASTAL CONSTRUCTION ON CORAL-REEFS IN THE UNITED-STATES-AFFILIATED PACIFIC ISLANDS,COASTAL MANAGEMENT
WOS:000307612100004,1,water,"Impact of depuration of earthy-musty off-flavors on fillet quality of Atlantic salmon, Salmo salar, cultured in a recirculating aquaculture system",AQUACULTURAL ENGINEERING
WOS:000307612100004,1,feed,"Impact of depuration of earthy-musty off-flavors on fillet quality of Atlantic salmon, Salmo salar, cultured in a recirculating aquaculture system",AQUACULTURAL ENGINEERING
WOS:000315029200008,1,mpa,"Impact of early salmon louse, Lepeophtheirus salmonis, infestation and differences in survival and marine growth of sea-ranched Atlantic salmon, Salmo salar L., smolts 19972009",JOURNAL OF FISH DISEASES
WOS:000315029200008,1,disease,"Impact of early salmon louse, Lepeophtheirus salmonis, infestation and differences in survival and marine growth of sea-ranched Atlantic salmon, Salmo salar L., smolts 19972009",JOURNAL OF FISH DISEASES
WOS:A1994NK39900033,1,feed,IMPACT OF GREAT CRESTED GREBES (PODICEPS-CRISTATUS L) ON FISH PONDS,HYDROBIOLOGIA
WOS:000402457400001,1,mpa,Impact of harvesting cleaner fish for salmonid aquaculture assessed from replicated coastal marine protected areas,MARINE BIOLOGY RESEARCH
WOS:000402457400001,1,disease,Impact of harvesting cleaner fish for salmonid aquaculture assessed from replicated coastal marine protected areas,MARINE BIOLOGY RESEARCH
WOS:000270172200005,1,habitat,Impact of naturally spawning captive-bred Atlantic salmon on wild populations: depressed recruitment and increased risk of climate-mediated extinction,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
WOS:000270172200005,1,genetic,Impact of naturally spawning captive-bred Atlantic salmon on wild populations: depressed recruitment and increased risk of climate-mediated extinction,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
WOS:000182798600012,1,habitat,Impact of overexploitation of shellfish: Northeastern coast of India,AMBIO
WOS:000182798600012,1,feed,Impact of overexploitation of shellfish: Northeastern coast of India,AMBIO
WOS:000311943100031,1,disease,Impact of parasites on salmon recruitment in the Northeast Atlantic Ocean,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
WOS:000311943100031,1,enhancement,Impact of parasites on salmon recruitment in the Northeast Atlantic Ocean,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES
WOS:000287311900008,1,habitat,Impact of stocked Atlantic salmon (Salmo salar L.) on habitat use by the wild population,ECOLOGY OF FRESHWATER FISH
WOS:000287311900008,1,invasive,Impact of stocked Atlantic salmon (Salmo salar L.) on habitat use by the wild population,ECOLOGY OF FRESHWATER FISH
WOS:000402588500010,1,mpa,"Impact of temperature on sea bass, Dicentrarchus labrax, retina: Fatty acid composition, expression of rhodopsin and enzymes of lipid and melatonin metabolism",EXPERIMENTAL EYE RESEARCH
WOS:000301303000007,1,feed,Impact of the Deepwater Horizon well blowout on the economics of US Gulf fisheries,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES
WOS:000328193100008,1,invasive,Impacts and vulnerability of inland fisheries to climate change in the Ganga River system in India,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT
WOS:000328193100008,1,enhancement,Impacts and vulnerability of inland fisheries to climate change in the Ganga River system in India,AQUATIC ECOSYSTEM HEALTH & MANAGEMENT
WOS:000367363800002,1,disease,"Impacts of a Fish Kill at Lake Kutubu, Papua New Guinea",PACIFIC SCIENCE
WOS:000367363800002,1,invasive,"Impacts of a Fish Kill at Lake Kutubu, Papua New Guinea",PACIFIC SCIENCE
WOS:000247159700012,1,water,Impacts of a marine fish farm in Argolikos Gulf (Greece) on the water column and the sediment,DESALINATION
WOS:000304863300006,1,habitat,"Impacts of climate change on fish, fisheries and aquaculture",AQUATIC CONSERVATION-MARINE AND FRESHWATER ECOSYSTEMS
WOS:000333669100024,1,mpa,Impacts of climate change on marine ecosystem production in societies dependent on fisheries,NATURE CLIMATE CHANGE
WOS:000285419300015,1,habitat,Impacts of contaminant sources on marine fish abundance and species richness: a review and meta-analysis of evidence from the field,MARINE ECOLOGY PROGRESS SERIES
WOS:000285419300015,1,water,Impacts of contaminant sources on marine fish abundance and species richness: a review and meta-analysis of evidence from the field,MARINE ECOLOGY PROGRESS SERIES
WOS:000332415000009,1,mpa,Impacts of decentralized fish fingerling production in irrigated rice fields in Northwest Bangladesh,AQUACULTURE RESEARCH
WOS:000332415000009,1,feed,Impacts of decentralized fish fingerling production in irrigated rice fields in Northwest Bangladesh,AQUACULTURE RESEARCH
WOS:000284436800007,1,mpa,Impacts of global environmental change and aquaculture expansion on marine ecosystems,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS
WOS:000284436800007,1,feed,Impacts of global environmental change and aquaculture expansion on marine ecosystems,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS
WOS:000226253000008,1,water,Impacts of human activities on marine animal life in the Benguela: A historical overview,"OCEANOGRAPHY AND MARINE BIOLOGY: AN ANNUAL REVIEW, VOL 42"
WOS:000226253000008,1,invasive,Impacts of human activities on marine animal life in the Benguela: A historical overview,"OCEANOGRAPHY AND MARINE BIOLOGY: AN ANNUAL REVIEW, VOL 42"
WOS:000297208100001,1,invasive,Impacts of introducing Nile tilapia on the fisheries of a tropical reservoir in North-eastern Brazil,FISHERIES MANAGEMENT AND ECOLOGY
WOS:000232143300013,1,mpa,Impacts of irrigation on fisheries in rain-fed rice-farming landscapes,JOURNAL OF APPLIED ECOLOGY
WOS:000232143300013,1,habitat,Impacts of irrigation on fisheries in rain-fed rice-farming landscapes,JOURNAL OF APPLIED ECOLOGY
WOS:000232143300013,1,feed,Impacts of irrigation on fisheries in rain-fed rice-farming landscapes,JOURNAL OF APPLIED ECOLOGY
WOS:000382494600010,1,disease,Impacts of parasites on marine survival of Atlantic salmon: a meta-analysis,FISH AND FISHERIES
WOS:000297208100004,1,habitat,"Impacts of stock enhancement strategies on the effective population size of Murray cod, Maccullochella peelii, a threatened Australian fish",FISHERIES MANAGEMENT AND ECOLOGY
WOS:000297208100004,1,enhancement,"Impacts of stock enhancement strategies on the effective population size of Murray cod, Maccullochella peelii, a threatened Australian fish",FISHERIES MANAGEMENT AND ECOLOGY
WOS:000221693800005,1,disease,"Impacts of stocking and introductions on freshwater fisheries of Newfoundland and Labrador, Canada",FISHERIES MANAGEMENT AND ECOLOGY
WOS:000221693800005,1,enhancement,"Impacts of stocking and introductions on freshwater fisheries of Newfoundland and Labrador, Canada",FISHERIES MANAGEMENT AND ECOLOGY
WOS:000384880000007,1,enhancement,"Impacts of stocking on the genetic diversity of Colossoma macropomum in central Amazon, Brazil",GENETICS AND MOLECULAR RESEARCH
WOS:000355884400004,1,water,Impacts of supplementation aquaculture on the genetic diversity of wild Ruditapes decussatus from northern Spain,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000355884400004,1,genetic,Impacts of supplementation aquaculture on the genetic diversity of wild Ruditapes decussatus from northern Spain,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000355884400004,1,enhancement,Impacts of supplementation aquaculture on the genetic diversity of wild Ruditapes decussatus from northern Spain,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000386496100006,1,mpa,IMPLEMENTING A RESTORATION PROGRAM FOR THE ENDANGERED WHITE ABALONE (HALIOTIS SORENSENI) IN CALIFORNIA,JOURNAL OF SHELLFISH RESEARCH
WOS:000386496100006,1,habitat,IMPLEMENTING A RESTORATION PROGRAM FOR THE ENDANGERED WHITE ABALONE (HALIOTIS SORENSENI) IN CALIFORNIA,JOURNAL OF SHELLFISH RESEARCH
WOS:000386496100006,1,enhancement,IMPLEMENTING A RESTORATION PROGRAM FOR THE ENDANGERED WHITE ABALONE (HALIOTIS SORENSENI) IN CALIFORNIA,JOURNAL OF SHELLFISH RESEARCH
WOS:000359859100006,1,genetic,"Implications for chronic toxicity of benzo[a]pyrene in sea bream cultured hepatocytes: Cytotoxicity, inflammation, and cancerogenesis",ENVIRONMENTAL TOXICOLOGY
WOS:000226118700008,1,feed,Implications of domestication and rearing conditions for the behaviour of cultivated fishes,JOURNAL OF FISH BIOLOGY
WOS:000226118700008,1,enhancement,Implications of domestication and rearing conditions for the behaviour of cultivated fishes,JOURNAL OF FISH BIOLOGY
WOS:A1991HB54300011,1,disease,IMPLICATIONS OF INTRODUCTION OF TRANSGENIC FISH INTO NATURAL ECOSYSTEMS,CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES
WOS:000246561400017,1,feed,Importance of fatty acids in broodstock diets with emphasis on Arctic char (Salvelinus alpinus) eggs,AQUACULTURE INTERNATIONAL
WOS:A1996VL60200004,1,disease,Importation of aquaculture seedlings to Japan,REVUE SCIENTIFIQUE ET TECHNIQUE DE L OFFICE INTERNATIONAL DES EPIZOOTIES
WOS:A1996VL60200004,1,invasive,Importation of aquaculture seedlings to Japan,REVUE SCIENTIFIQUE ET TECHNIQUE DE L OFFICE INTERNATIONAL DES EPIZOOTIES
WOS:000259295500002,1,exclusion,Improved approach for analyzing bromophenols in seafood using stable isotope dilution analysis in combination with SPME,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY
WOS:000259295500002,1,feed,Improved approach for analyzing bromophenols in seafood using stable isotope dilution analysis in combination with SPME,JOURNAL OF AGRICULTURAL AND FOOD CHEMISTRY
WOS:000260292000013,1,feed,"Improved maturation of pond-reared, black tiger shrimp (Penaeus monodon) using fish oil and astaxanthin feed supplements",AQUACULTURE
WOS:000330156900004,1,water,Improved method for triacylglycerol-derived fatty acid profiling by various non-lethal and lethal sampling techniques in Atlantic salmon,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000330156900004,1,feed,Improved method for triacylglycerol-derived fatty acid profiling by various non-lethal and lethal sampling techniques in Atlantic salmon,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000330156900004,1,genetic,Improved method for triacylglycerol-derived fatty acid profiling by various non-lethal and lethal sampling techniques in Atlantic salmon,AQUACULTURE ENVIRONMENT INTERACTIONS
WOS:000274758000006,1,water,Improving agricultural water productivity: Between optimism and caution,AGRICULTURAL WATER MANAGEMENT
WOS:000274758000006,1,disease,Improving agricultural water productivity: Between optimism and caution,AGRICULTURAL WATER MANAGEMENT
WOS:000274758000006,1,invasive,Improving agricultural water productivity: Between optimism and caution,AGRICULTURAL WATER MANAGEMENT
WOS:000274758000006,1,enhancement,Improving agricultural water productivity: Between optimism and caution,AGRICULTURAL WATER MANAGEMENT
WOS:000274758000006,1,price,Improving agricultural water productivity: Between optimism and caution,AGRICULTURAL WATER MANAGEMENT
WOS:000274758000006,1,market,Improving agricultural water productivity: Between optimism and caution,AGRICULTURAL WATER MANAGEMENT
WOS:000366775200010,1,exclusion,Improving sustainability of aquaculture in Europe: Stakeholder dialogues on Integrated Multi-trophic Aquaculture (IMTA),ENVIRONMENTAL SCIENCE & POLICY
WOS:000366775200010,1,disease,Improving sustainability of aquaculture in Europe: Stakeholder dialogues on Integrated Multi-trophic Aquaculture (IMTA),ENVIRONMENTAL SCIENCE & POLICY
WOS:000319346900002,1,invasive,Improving the Economic Management of the Bristol Bay (Alaska) Sockeye Salmon Fishery in the Age of Aquaculture,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE
WOS:000319346900002,1,price,Improving the Economic Management of the Bristol Bay (Alaska) Sockeye Salmon Fishery in the Age of Aquaculture,CANADIAN JOURNAL OF AGRICULTURAL ECONOMICS-REVUE CANADIENNE D AGROECONOMIE
WOS:000367481900095,1,fad,In Silico Comparative Transcriptome Analysis of Two Color Morphs of the Common Coral Trout (Plectropomus Leopardus),PLOS ONE
WOS:000367481900095,1,enhancement,In Silico Comparative Transcriptome Analysis of Two Color Morphs of the Common Coral Trout (Plectropomus Leopardus),PLOS ONE
WOS:000220864500001,1,water,In situ and satellite observations of a harmful algal bloom and water condition at the Pearl River estuary in late autumn 1998,HARMFUL ALGAE
WOS:A1996UE65100011,1,disease,In vivo lipid peroxidation levels and antioxidant activities of cultured and wild yellowtail,FISHERIES SCIENCE
WOS:000227548600008,1,feed,Inappropriate feeding practice favors the transmission of Trichinella papuae from wild pigs to saltwater crocodiles in Papua New Guinea,VETERINARY PARASITOLOGY
WOS:000403323000003,1,genetic,Incidence and timing of wild and escaped farmed Atlantic salmon (Salmo salar) in Norwegian rivers inferred from video surveillance monitoring,ECOLOGY OF FRESHWATER FISH
WOS:000326823000020,1,enhancement,"Incidence of spontaneous autopolyploidy in cultured populations of white sturgeon, Acipenser transmontanus",AQUACULTURE
WOS:000403236200039,1,feed,Inclusion of Hermetia illucens larvae meal on rainbow trout (Oncorhynchus mykiss) feed: effect on sensory profile according to static and dynamic evaluations,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE
WOS:000404818000002,1,enhancement,Inclusive development from a gender perspective in small scale fisheries,CURRENT OPINION IN ENVIRONMENTAL SUSTAINABILITY
WOS:000301718100010,1,exclusion,Incorporating Fisheries Interests in National Oceans Policymaking,COASTAL MANAGEMENT
WOS:000378640100015,1,enhancement,Incorporating historical data into aquaculture planning,ICES JOURNAL OF MARINE SCIENCE
WOS:000340220800003,1,invasive,Increased competition for aquaculture from fisheries: Does improved fisheries management limit aquaculture growth?,FISHERIES RESEARCH
WOS:000340220800003,1,price,Increased competition for aquaculture from fisheries: Does improved fisheries management limit aquaculture growth?,FISHERIES RESEARCH
WOS:000287583700015,1,mpa,Increased intrinsic growth rate is advantageous even under ecologically stressful conditions in coho salmon (Oncorhynchus kisutch),EVOLUTIONARY ECOLOGY
WOS:000287583700015,1,genetic,Increased intrinsic growth rate is advantageous even under ecologically stressful conditions in coho salmon (Oncorhynchus kisutch),EVOLUTIONARY ECOLOGY
WOS:000321088200017,1,water,Increased liver apoptosis and tumor necrosis factor expression in Atlantic bluefin tuna (Thunnus thynnus) reared in the northern Adriatic Sea,MARINE POLLUTION BULLETIN
WOS:000361189800090,1,mpa,Increasing pressure on freshwater resources due to terrestrial feed ingredients for aquaculture production,SCIENCE OF THE TOTAL ENVIRONMENT
WOS:000361189800090,1,water,Increasing pressure on freshwater resources due to terrestrial feed ingredients for aquaculture production,SCIENCE OF THE TOTAL ENVIRONMENT
WOS:000361189800090,1,feed,Increasing pressure on freshwater resources due to terrestrial feed ingredients for aquaculture production,SCIENCE OF THE TOTAL ENVIRONMENT
WOS:000083977000003,1,invasive,Increasing public involvement in enriching our fish stocks through genetic enhancement,GENETIC ANALYSIS-BIOMOLECULAR ENGINEERING
WOS:000083977000003,1,enhancement,Increasing public involvement in enriching our fish stocks through genetic enhancement,GENETIC ANALYSIS-BIOMOLECULAR ENGINEERING
WOS:000342247200007,1,disease,Incursions of Cyprinid herpesvirus 2 in goldfish populations in Australia despite quarantine practices,AQUACULTURE
WOS:000342247200007,1,invasive,Incursions of Cyprinid herpesvirus 2 in goldfish populations in Australia despite quarantine practices,AQUACULTURE
WOS:000228111300014,1,feed,Individual feeding success of juvenile perch is consistent over time in aquaria and under farming conditions,JOURNAL OF FISH BIOLOGY
WOS:000296500900006,1,disease,Individual fish tank arrays in studies of Lepeophtheirus salmonis and lice loss variability,DISEASES OF AQUATIC ORGANISMS
WOS:000407185500130,1,water,Indonesian aquaculture futures - Evaluating environmental and socioeconomic potentials and limitations,JOURNAL OF CLEANER PRODUCTION
WOS:000407185500130,1,market,Indonesian aquaculture futures - Evaluating environmental and socioeconomic potentials and limitations,JOURNAL OF CLEANER PRODUCTION
WOS:A1992JF42500005,1,feed,"INDUCED SPAWNING AND LARVAL REARING OF SNAPPER, PAGRUS-AURATUS (PISCES, SPARIDAE), FROM AUSTRALIAN WATERS",NEW ZEALAND JOURNAL OF MARINE AND FRESHWATER RESEARCH
WOS:000230433000007,1,enhancement,"Induced spawning, larval development and rearing of two indigenous Malaysian mahseer, Tor tambroides and T-douronensis",AQUACULTURE RESEARCH
WOS:000278211100008,1,feed,Induced Volitional Spawning and Larval Rearing of Pinfish,NORTH AMERICAN JOURNAL OF AQUACULTURE
WOS:000168965300008,1,disease,Induction of proliferative kidney disease (PKD) in rainbow trout Oncorhynchus mykiss via the bryozoan Fredericella sultana infected with Tetracapsula bryosalmonae,DISEASES OF AQUATIC ORGANISMS
WOS:000310843100005,1,disease,Infection dynamics of Kudoa yasunagai (Myxozoa: Multivalvulida) infecting brain of cultured yellowtail Seriola quinqueradiata in Japan,DISEASES OF AQUATIC ORGANISMS
WOS:000310843100005,1,enhancement,Infection dynamics of Kudoa yasunagai (Myxozoa: Multivalvulida) infecting brain of cultured yellowtail Seriola quinqueradiata in Japan,DISEASES OF AQUATIC ORGANISMS
WOS:000295701700002,1,disease,Infection Dynamics of Microsporidium seriolae (Microspora) Causing the Beko Disease of Serbia spp.,FISH PATHOLOGY
WOS:000295701700002,1,enhancement,Infection Dynamics of Microsporidium seriolae (Microspora) Causing the Beko Disease of Serbia spp.,FISH PATHOLOGY
WOS:000299521000051,1,enhancement,"Infection level of the Asian tapeworm (Bothriocephalus acheilognathi) in the cyprinid fish, Schizothorax niger, from Anchar Lake, relative to season, sex, length and condition factor",PARASITOLOGY RESEARCH
WOS:000250119800009,1,disease,Infection of wild fishes by the parasitic copepod Caligus elongatus on the south east coast of Norway,DISEASES OF AQUATIC ORGANISMS
WOS:000265893200006,1,exclusion,Infection threshold to estimate Lepeophtheirus salmonis-associated mortality among juvenile pink salmon,DISEASES OF AQUATIC ORGANISMS
